"","BIOCHEMICAL","SUPER.PATHWAY","SUB.PATHWAY","COMP.ID","PLATFORM","CHEMICAL.ID","RI","MASS","CAS","PUBCHEM","KEGG","HMDB"
"met492","N1-Methyl-2-pyridone-5-carboxamide","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",40469,"LC/MS Pos Early",100001468,1250,153.06586,"701-44-0",69698,"C05842","HMDB02721"
"met493","N1-methylinosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",48351,"LC/MS Pos Early",100001409,1430,283.1037,"20245-33-4",65095,"","HMDB04824"
"met494","N2,N2-dimethylguanosine","Nucleotide","Purine Metabolism, Guanine containing",35137,"LC/MS Pos Early",100001412,2210,312.13025,"2140-67-2",92919,"","HMDB00446"
"met495","N2-acetyllysine","Amino Acid","Lysine Metabolism",36751,"LC/MS Polar",100001721,3372.6,187.10881,"1946-82-3",92907,"C12989","HMDB05923"
"met496","N4-acetylcytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",35130,"LC/MS Pos Early",100001413,1580,286.10337,"3768-18-1",107461,"","HMDB01325"
"met497","N6,N6,N6-trimethyllysine","Amino Acid","Lysine Metabolism",1498,"LC/MS Pos Early",189,2825,189.15976,"23284-33-5",440120,"C03793","HMDB00206"
"met498","N6-acetyllysine","Amino Acid","Lysine Metabolism",36752,"LC/MS Neg",100001734,1059,187.10881,"692-04-6",92832,"C02727","HMDB41623"
"met499","N6-carbamoylthreonyladenosine","Nucleotide","Purine Metabolism, Adenine containing",35157,"LC/MS Neg",100001415,2164,411.12698,"24719-82-2",161466,"",""
"met500","N6-carboxymethyllysine","Carbohydrate","Advanced Glycation End-product",36713,"LC/MS Pos Early",100001768,2500,205.11829,"4/3/46",123800,"","HMDB00766"
"met501","N-acetylalanine","Amino Acid","Alanine and Aspartate Metabolism",1585,"LC/MS Polar",1110,1564.8,130.05096,"97-69-8",88064,"C02847","HMDB04620"
"met502","N-acetylarginine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",33953,"LC/MS Pos Early",100001266,2245,217.12952,"155-84-0",67427,"C02562","HMDB06028"
"met503","N-acetylasparagine","Amino Acid","Alanine and Aspartate Metabolism",33942,"LC/MS Pos Early",100001257,785,175.07134,"4033-40-3",99715,"","HMDB00812"
"met504","N-acetylaspartate (NAA)","Amino Acid","Alanine and Aspartate Metabolism",22185,"LC/MS Pos Early",100000787,880,176.05535,"997-55-7;997-55-7",65065,"C01042","HMDB01067"
"met505","N-acetyl-aspartyl-glutamate (NAAG)","Amino Acid","Glutamate Metabolism",35665,"LC/MS Pos Early",100001612,1035,305.09795,"3106-85-2",5255,"C12270",""
"met506","N-acetyl-beta-alanine","Nucleotide","Pyrimidine Metabolism, Uracil containing",37432,"LC/MS Neg",100002102,773,130.05096,"3025-95-4",76406,"C01073","HMDB02284"
"met507","N-acetyl-cadaverine","Amino Acid","Lysine Metabolism",43530,"LC/MS Pos Early",100002249,2385,145.13354,"32343-73-0",189087,"","HMDB12881"
"met508","N-acetylcarnosine","Peptide","Dipeptide Derivative",43488,"LC/MS Pos Early",100004046,2141,269.12444,"56353-15-2",9903482,"",""
"met509","N-acetylfelinine*","Amino Acid","Felinine Metabolism",41880,"LC/MS Neg",100004038,2177,248.0962,"",NA,"","HMDB00215"
"met510","N-acetylglucosamine/N-acetylgalactosamine","Carbohydrate","Aminosugar Metabolism",46539,"LC/MS Pos Early",100006435,715,222.0972,"",24139,"","HMDB01138"
"met511","N-acetylglutamate","Amino Acid","Glutamate Metabolism",15720,"LC/MS Pos Early",100000282,1050,190.071,"8/3/17",70914,"C00624","HMDB06029"
"met512","N-acetylglutamine","Amino Acid","Glutamate Metabolism",33943,"LC/MS Polar",100001253,2140,187.07243,"2490-97-3",182230,"C02716","HMDB00532"
"met513","N-acetylglycine","Amino Acid","Glycine, Serine and Threonine Metabolism",27710,"LC/MS Pos Early",100001006,826,118.04987,"543-24-8",10972,"","HMDB13253"
"met514","N-acetylhistamine","Amino Acid","Histidine Metabolism",48679,"LC/MS Pos Early",100006123,2287,154.09749,"673-49-4",69602,"C05135","HMDB61684"
"met515","N-acetylisoleucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",33967,"LC/MS Neg",100001276,2325,172.09791,"3077-46-1",2802421,"",""
"met516","N-acetylkynurenine (2)","Amino Acid","Tryptophan Metabolism",48757,"LC/MS Neg",100006378,2378,249.08808,"",NA,"","HMDB11756"
"met517","N-acetylleucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",1587,"LC/MS Neg",1082,2400,172.09791,"1188-21-2",70912,"C02710","HMDB11745"
"met518","N-acetylmethionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",1589,"LC/MS Neg",1083,1787,190.05434,"65-82-7",448580,"C02712",""
"met519","N-acetylmethionine sulfoxide","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",45428,"LC/MS Pos Early",100005463,880,208.06381,"108646-71-5",193368,"","HMDB00230"
"met520","N-acetylneuraminate","Carbohydrate","Aminosugar Metabolism",32377,"LC/MS Polar",1162,3072.6,308.0987,"131-48-6",439197,"C00270","HMDB00512"
"met521","N-acetylphenylalanine","Amino Acid","Phenylalanine Metabolism",33950,"LC/MS Neg",100001256,2597,206.08226,"2018-61-3",74839,"C03519",""
"met522","N-acetylproline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",34387,"LC/MS Pos Early",100001334,1695,158.08117,"1074-79-9",322640,"","HMDB02064"
"met523","N-acetylputrescine","Amino Acid","Polyamine Metabolism",37496,"LC/MS Pos Early",192,2230,131.11789,"18233-70-0",122356,"C02714","HMDB02931"
"met524","N-acetylserine","Amino Acid","Glycine, Serine and Threonine Metabolism",37076,"LC/MS Polar",100001851,2000,146.04588,"97-14-3",65249,"",""
"met525","N-acetyltaurine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",48187,"LC/MS Neg",100005466,800,166.01795,"",159864,"",""
"met526","N-acetylthreonine","Amino Acid","Glycine, Serine and Threonine Metabolism",33939,"LC/MS Neg",100001274,821.6,160.06153,"17093-74-2",152204,"","HMDB13713"
"met527","N-acetyltryptophan","Amino Acid","Tryptophan Metabolism",33959,"LC/MS Neg",100001254,2630,245.09316,"1218-34-4",700653,"C03137","HMDB00866"
"met528","N-acetyltyrosine","Amino Acid","Tyrosine Metabolism",32390,"LC/MS Neg",100001104,1680,222.07718,"537-55-3",68310,"","HMDB11757"
"met529","N-acetylvaline","Amino Acid","Leucine, Isoleucine and Valine Metabolism",1591,"LC/MS Neg",1084,1704,158.08226,"96-81-1",66789,"",""
"met530","N-arachidonoyltaurine","Lipid","Endocannabinoid",54748,"LC/MS Neg",100005817,5481,410.23705,"119959-65-8",NA,"",""
"met531","N-behenoyl-sphingadienine (d18:2/22:0)*","Lipid","Sphingolipid Metabolism",57372,"LC/MS Pos Late",100015624,3911,620.59763,"",NA,"",""
"met532","N-carbamoylalanine","Amino Acid","Alanine and Aspartate Metabolism",52340,"LC/MS Pos Early",100006369,950,133.06077,"77340-50-2",426409,"","HMDB12265"
"met533","N-carbamoylsarcosine","Amino Acid","Creatine Metabolism",38696,"LC/MS Pos Early",100002606,920,133.06077,"30565-25-4",439375,"C01043",""
"met534","N-delta-acetylornithine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",43249,"LC/MS Neg",100004523,858,173.09316,"",9920500,"",""
"met535","nervonoylcarnitine (C24:1)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57531,"LC/MS Pos Late",100015846,1602,510.45168,"",NA,"","HMDB01015"
"met536","N-formylmethionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",2829,"LC/MS Neg",194,1543.8,176.03869,"4289-98-9",439750,"C03145",""
"met537","N-formylphenylalanine","Amino Acid","Tyrosine Metabolism",48433,"LC/MS Neg",100006056,2360,192.06661,"13200-85-6",759256,"","HMDB00833"
"met538","N-glycolylneuraminate","Xenobiotics","Food Component/Plant",37123,"LC/MS Pos Early",100001491,636,326.10818,"1113-83-3",123802,"C03410","HMDB01406"
"met539","nicotinamide","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",594,"LC/MS Pos Early",432,1942,123.05529,"98-92-0",936,"C00153","HMDB00229"
"met540","nicotinamide ribonucleotide (NMN)","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",22152,"LC/MS Pos Early",1312,766,335.06388,"1094-61-7",14180,"C00455","HMDB00855"
"met541","nicotinamide riboside","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",33013,"LC/MS Pos Early",100001310,2040,255.09755,"1341-23-7",439924,"C03150","HMDB06809"
"met542","nicotinate ribonucleoside","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",33471,"LC/MS Pos Early",100001316,1536,256.08157,"2625-49-2",161234,"C05841",""
"met543","N-linolenoyltaurine*","Lipid","Endocannabinoid",46224,"LC/MS Neg",100005815,5412,384.2214,"",NA,"",""
"met544","N-linoleoylglycine","Lipid","Fatty Acid Metabolism(Acyl Glycine)",32462,"LC/MS Neg",1506,5510,336.25441,"3/6/64",6433346,"",""
"met545","N-methyl-GABA","Amino Acid","Glutamate Metabolism",39577,"LC/MS Pos Early",100003152,2109,118.08626,"1119-48-8",70703,"C15987",""
"met546","N-methylpipecolate","Xenobiotics","Chemical",47101,"LC/MS Pos Early",100005383,1932,144.10191,"41447-17-0",11286529,"",""
"met547","N-methylproline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",37431,"LC/MS Pos Early",100001956,1335,130.08626,"475-11-6",557,"","HMDB29416"
"met548","N-monomethylarginine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",43586,"LC/MS Pos Early",100004488,2845,189.13461,"53308-83-1",132862,"C03884",""
"met549","N-oleoylserine","Lipid","Endocannabinoid",57664,"LC/MS Neg",100015641,5600,368.28063,"",NA,"",""
"met550","N-oleoyltaurine","Lipid","Endocannabinoid",39732,"LC/MS Neg",100003119,5610,388.2527,"52514-04-2",6437033,"","HMDB00772"
"met551","nonadecanoate (19:0)","Lipid","Long Chain Fatty Acid",1356,"LC/MS Neg",892,6068,297.2799,"646-30-0",12591,"C16535","HMDB13034"
"met552","N-palmitoylglycine","Lipid","Fatty Acid Metabolism(Acyl Glycine)",42092,"LC/MS Neg",100003686,5580,312.25441,"2441-41-0",151008,"","HMDB11760"
"met553","N-palmitoyl-sphinganine (d18:0/16:0)","Lipid","Sphingolipid Metabolism",52604,"LC/MS Pos Late",100009028,3090,540.53503,"5966-29-0",5283572,"","HMDB04949"
"met554","N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Ceramides",44877,"LC/MS Pos Late",1518,2893,538.51937,"24696-26-2",5283564,"",""
"met555","N-palmitoyltaurine","Lipid","Endocannabinoid",39835,"LC/MS Neg",100003239,5560,362.23705,"83982-06-3",NA,"",""
"met556","N-stearoyl-sphinganine (d18:0/18:0)*","Lipid","Sphingolipid Metabolism",1759,"LC/MS Pos Late",922,3526,568.56632,"2304-80-5",5283573,"",""
"met557","N-stearoyltaurine","Lipid","Endocannabinoid",39730,"LC/MS Neg",100003240,5782,390.26835,"63155-80-6",168274,"",""
"met558","N-trimethyl 5-aminovalerate","Amino Acid","Lysine Metabolism",57687,"LC/MS Pos Early",100015962,2186,160.13321,"",NA,"",""
"met559","o-cresol sulfate","Xenobiotics","Benzoate Metabolism",36845,"LC/MS Neg",100001806,2796,187.00705,"",11615528,"","HMDB00782"
"met560","octadecanedioate","Lipid","Fatty Acid, Dicarboxylate",36754,"LC/MS Neg",100001615,5043,313.23843,"871-70-5",70095,"","HMDB00791"
"met561","octanoylcarnitine (C8)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",33936,"LC/MS Pos Late",100001247,950,288.21694,"3671-77-0",123701,"C02838",""
"met562","oleate/vaccenate (18:1)","Lipid","Long Chain Fatty Acid",52285,"LC/MS Neg",100008930,5655,281.2486,"",NA,"","HMDB02088"
"met563","oleoyl ethanolamide","Lipid","Endocannabinoid",38102,"LC/MS Neg",1137,6450,324.2908,"11-58-0;111-58-0",5283454,"","HMDB07228"
"met564","oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*","Lipid","Diacylglycerol",54960,"LC/MS Pos Late",100010936,2907,660.55616,"",NA,"","HMDB07228"
"met565","oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*","Lipid","Diacylglycerol",54961,"LC/MS Pos Late",100010937,2990,660.55616,"",NA,"","HMDB05065"
"met566","oleoylcarnitine (C18:1)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",35160,"LC/MS Pos Late",100001501,1423,426.35779,"38677-66-6",6441392,"",""
"met567","oleoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)",53260,"LC/MS Pos Late",100009331,1449,368.35231,"",NA,"","HMDB07219"
"met568","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","Lipid","Diacylglycerol",46798,"LC/MS Pos Late",100002989,3115,636.55616,"106292-55-1",NA,"","HMDB07219"
"met569","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","Lipid","Diacylglycerol",46799,"LC/MS Pos Late",100002990,3223,636.55616,"104346-53-4",NA,"","HMDB07218"
"met570","oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*","Lipid","Diacylglycerol",54945,"LC/MS Pos Late",100010918,3571,638.57181,"",NA,"","HMDB07218"
"met571","oleoyl-oleoyl-glycerol (18:1/18:1) [2]*","Lipid","Diacylglycerol",54946,"LC/MS Pos Late",100010919,3695,638.57181,"",NA,"","HMDB60013"
"met572","O-methylcatechol sulfate","Xenobiotics","Benzoate Metabolism",46111,"LC/MS Neg",100004208,2344,203.00196,"",22473,"","HMDB05765"
"met573","ophthalmate","Amino Acid","Glutathione Metabolism",34592,"LC/MS Pos Early",100001311,2085,290.13467,"495-27-2",7018721,"","HMDB03374"
"met574","ornithine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",1493,"LC/MS Pos Early",444,2800,133.09716,"3184-13-2",6262,"C00077","HMDB00226"
"met575","orotate","Nucleotide","Pyrimidine Metabolism, Orotate containing",1505,"LC/MS Polar",445,1638.1,155.00983,"50887-69-9",967,"C00295","HMDB00788"
"met576","orotidine","Nucleotide","Pyrimidine Metabolism, Orotate containing",35172,"LC/MS Polar",100001416,2250,287.05209,"314-50-1",92751,"",""
"met577","O-sulfo-L-tyrosine","Xenobiotics","Chemical",45413,"LC/MS Neg",100005384,990,260.02343,"",514186,"","HMDB02329"
"met578","oxalate (ethanedioate)","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",20694,"LC/MS Neg",100000841,603,88.98803,"144-62-7",971,"C00209","HMDB00220"
"met579","palmitate (16:0)","Lipid","Long Chain Fatty Acid",1336,"LC/MS Neg",424,5618,255.23295,"57-10-3",985,"C00249","HMDB03229"
"met580","palmitoleate (16:1n7)","Lipid","Long Chain Fatty Acid",33447,"LC/MS Neg",452,5475,253.2173,"373-49-9",445638,"C08362",""
"met581","palmitoleoylcarnitine (C16:1)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",53223,"LC/MS Pos Late",100009406,1357,398.32649,"",71464547,"",""
"met582","palmitoyl dihydrosphingomyelin (d18:0/16:0)*","Lipid","Sphingolipid Metabolism",52434,"LC/MS Pos Late",100008954,2290,705.5905,"",9939965,"","HMDB02100"
"met583","palmitoyl ethanolamide","Lipid","Endocannabinoid",38165,"LC/MS Neg",1489,6300,298.27515,"544-31-0",4671,"C16512",""
"met584","palmitoyl sphingomyelin (d18:1/16:0)","Lipid","Sphingolipid Metabolism",37506,"LC/MS Pos Late",100002107,2168,703.57485,"6254-89-3",9939941,"","HMDB07112"
"met585","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*","Lipid","Diacylglycerol",54958,"LC/MS Pos Late",100010925,3015,634.54051,"",NA,"","HMDB00222"
"met586","palmitoylcarnitine (C16)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",44681,"LC/MS Pos Late",100000776,1425,400.34214,"6865-14-1",461,"C02990",""
"met587","palmitoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)",52944,"LC/MS Pos Late",100009233,1482,342.33666,"",151731,"","HMDB07103"
"met588","palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*","Lipid","Diacylglycerol",52633,"LC/MS Pos Late",100009052,3080,610.54051,"",9543695,"","HMDB07103"
"met589","palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*","Lipid","Diacylglycerol",52634,"LC/MS Pos Late",100009055,3197,610.54051,"",NA,"","HMDB07102"
"met590","palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*","Lipid","Diacylglycerol",54943,"LC/MS Pos Late",100010916,3562,612.55616,"",NA,"C13861","HMDB07102"
"met591","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","Lipid","Diacylglycerol",54942,"LC/MS Pos Late",100010917,3695,612.55616,"",NA,"C13861","HMDB00210"
"met592","pantothenate","Cofactors and Vitamins","Pantothenate and CoA Metabolism",1508,"LC/MS Neg",1024,1498.7,218.10339,"137-08-6",6613,"C00864","HMDB11635"
"met593","p-cresol sulfate","Xenobiotics","Benzoate Metabolism",36103,"LC/MS Neg",100001315,2890,187.00705,"3233-57-7",4615423,"","HMDB00826"
"met594","pentadecanoate (15:0)","Lipid","Long Chain Fatty Acid",1361,"LC/MS Neg",980,5521,241.2173,"1002-84-2;10002-84-2",13849,"C16537",""
"met595","pentadecanoylcarnitine (C15)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57522,"LC/MS Pos Late",100015842,1362,386.32649,"",NA,"","HMDB59586"
"met596","perfluorooctanesulfonic acid (PFOS)","Xenobiotics","Chemical",57564,"LC/MS Neg",100010955,5233,498.93021,"1763-23-1",74483,"C18142","HMDB60015"
"met597","phenol sulfate","Amino Acid","Tyrosine Metabolism",32553,"LC/MS Neg",100001510,2156,172.9914,"937-34-8",74426,"C02180",""
"met598","phenylacetylalanine","Peptide","Acetylated Peptides",57645,"LC/MS Neg",100009240,2684,206.08226,"17966-65-3",564251,"",""
"met599","phenylacetylcarnitine","Peptide","Acetylated Peptides",48425,"LC/MS Pos Early",100006108,3092,280.15434,"287108-21-8",101724840,"","HMDB59772"
"met600","phenylacetylglutamate","Peptide","Acetylated Peptides",52925,"LC/MS Neg",100009045,1630,264.08774,"",11579826,"","HMDB06344"
"met601","phenylacetylglutamine","Peptide","Acetylated Peptides",35126,"LC/MS Pos Early",100001417,2145,265.11829,"28047-15-6",92258,"C04148","HMDB00821"
"met602","phenylacetylglycine","Peptide","Acetylated Peptides",33945,"LC/MS Pos Early",100001275,2317,194.08117,"500-98-1",68144,"C05598","HMDB00159"
"met603","phenylalanine","Amino Acid","Phenylalanine Metabolism",64,"LC/MS Pos Early",460,2878,166.08626,"63-91-2",6140,"C00079","HMDB28995"
"met604","phenylalanylglycine","Peptide","Dipeptide",41370,"LC/MS Pos Early",100003588,2898,223.10772,"721-90-4",98207,"","HMDB00779"
"met605","phenyllactate (PLA)","Amino Acid","Phenylalanine Metabolism",22130,"LC/MS Neg",100000774,2208,165.05571,"828-01-3",3848,"C05607","HMDB00860"
"met606","phenylpropionylglycine","Xenobiotics","Benzoate Metabolism",35434,"LC/MS Neg",100001591,2945.3,206.08226,"56613-60-6",152323,"","HMDB00205"
"met607","phenylpyruvate","Amino Acid","Phenylalanine Metabolism",566,"LC/MS Polar",241,845,163.04007,"156-06-9",997,"C00166","HMDB01429"
"met608","phosphate","Energy","Oxidative Phosphorylation",42109,"LC/MS Pos Early",461,576,98.98418,"7664-38-2",1061,"C00009","HMDB01565"
"met609","choline phosphate","Lipid","Phospholipid Metabolism",34396,"LC/MS Pos Early",267,700,184.07332,"72556-74-2",1014,"C00588","HMDB00224"
"met610","phosphoethanolamine","Lipid","Phospholipid Metabolism",1600,"LC/MS Neg",1026,638,140.01182,"1071-23-4",1015,"C00346","HMDB04610"
"met611","phytosphingosine","Lipid","Sphingolipid Metabolism",1510,"LC/MS Pos Late",469,1367,318.30027,"554-62-1",122121,"C12144","HMDB02243"
"met612","picolinate","Amino Acid","Tryptophan Metabolism",1512,"LC/MS Pos Early",1022,910,124.03931,"98-98-6",1018,"C10164","HMDB00857"
"met613","pimelate (heptanedioate)","Lipid","Fatty Acid, Dicarboxylate",15704,"LC/MS Polar",100000101,2745,159.06628,"111-16-0",385,"C02656","HMDB00070"
"met614","pipecolate","Amino Acid","Lysine Metabolism",1444,"LC/MS Pos Early",1025,2200,130.08626,"4043-87-2",849,"C00408","HMDB00162"
"met615","proline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",1898,"LC/MS Pos Early",480,1603,116.07061,"147-85-3",145742,"C00148","HMDB11178"
"met616","prolylglycine","Peptide","Dipeptide",40703,"LC/MS Pos Early",100003674,2136,173.09207,"2578-57-6",6426709,"","HMDB06695"
"met617","pro-hydroxy-pro","Amino Acid","Urea cycle; Arginine and Proline Metabolism",35127,"LC/MS Pos Early",100001167,2128,229.11829,"18684-24-7",11673055,"","HMDB00824"
"met618","propionylcarnitine (C3)","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",32452,"LC/MS Pos Early",100001162,2590,218.13869,"17298-37-2",107738,"C03017","HMDB00783"
"met619","propionylglycine","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",31932,"LC/MS Neg",100001150,960,130.05096,"21709-90-0",98681,"","HMDB00767"
"met620","pseudouridine","Nucleotide","Pyrimidine Metabolism, Uracil containing",33442,"LC/MS Neg",821,1100,243.06226,"1445-07-4",15047,"C02067","HMDB00802"
"met621","pterin","Cofactors and Vitamins","Pterin Metabolism",43023,"LC/MS Pos Early",100004216,1805,164.05669,"22363-60-4",73000,"C00715","HMDB01545"
"met622","pyridoxal","Cofactors and Vitamins","Vitamin B6 Metabolism",1651,"LC/MS Pos Early",491,2343,168.06552,"65-22-5",1050,"C00250","HMDB01431"
"met623","pyridoxamine","Cofactors and Vitamins","Vitamin B6 Metabolism",2150,"LC/MS Pos Early",568,2975,169.09716,"58052-48-5",1052,"C00534","HMDB00017"
"met624","pyridoxate","Cofactors and Vitamins","Vitamin B6 Metabolism",31555,"LC/MS Neg",100001121,2185,182.04588,"82-82-6",6723,"C00847",""
"met625","pyroglutamine*","Amino Acid","Glutamate Metabolism",46225,"LC/MS Pos Early",100001540,1900,129.06586,"2353-44-8",134508,"","HMDB33143"
"met626","pyrraline","Xenobiotics","Food Component/Plant",48428,"LC/MS Neg",100001767,2304,253.11938,"74509-14-1",122228,"","HMDB00243"
"met627","pyruvate","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",42582,"LC/MS Neg",823,732.4,87.00877,"127-17-3",1060,"C00022","HMDB03072"
"met628","quinate","Xenobiotics","Food Component/Plant",18335,"LC/MS Polar",100000442,2432.9,191.05611,"77-95-2",6508,"C00296","HMDB00232"
"met629","quinolinate","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",1899,"LC/MS Pos Early",182,845,168.02914,"89-00-9",1066,"C03722","HMDB01358"
"met630","retinal","Xenobiotics","Food Component/Plant",40807,"LC/MS Pos Late",100004088,1666,285.2213,"",638015,"C00376","HMDB00305"
"met631","retinol (Vitamin A)","Cofactors and Vitamins","Vitamin A Metabolism",1806,"LC/MS Pos Late",498,1636,269.22639,"68-26-8",445354,"C00473","HMDB00508"
"met632","ribitol","Carbohydrate","Pentose Metabolism",15772,"LC/MS Polar",100000406,1789.6,151.06119,"488-81-3",6912,"C00474","HMDB00244"
"met633","riboflavin (Vitamin B2)","Cofactors and Vitamins","Riboflavin Metabolism",1827,"LC/MS Neg",500,3160,255.08873,"83-88-5",493570,"C00255","HMDB00867"
"met634","ribonate","Carbohydrate","Pentose Metabolism",27731,"LC/MS Polar",100001007,2425,165.04046,"8/3/36",5460677,"C01685","HMDB00283"
"met635","ribose","Carbohydrate","Pentose Metabolism",1471,"LC/MS Polar",914,1508.2,195.05103,"50-69-1",5779,"C00121","HMDB01301"
"met636","S-1-pyrroline-5-carboxylate","Amino Acid","Glutamate Metabolism",42370,"LC/MS Pos Early",35,1528,114.05496,"2906-39-0",1196,"C04322","HMDB00939"
"met637","S-adenosylhomocysteine (SAH)","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",42382,"LC/MS Neg",197,1832.4,383.11431,"979-92-0",439155,"C00021","HMDB01895"
"met638","salicylate","Xenobiotics","Drug",1515,"LC/MS Polar",501,802,137.02422,"69-72-7",338,"C00805","HMDB34323"
"met639","S-allylcysteine","Xenobiotics","Food Component/Plant",43239,"LC/MS Pos Early",100004509,2690,162.05833,"21593-77-1",98280,"","HMDB00271"
"met640","sarcosine","Amino Acid","Glycine, Serine and Threonine Metabolism",1516,"LC/MS Pos Early",1023,1280,90.05496,"107-97-1",1088,"C00213","HMDB00792"
"met641","sebacate (decanedioate)","Lipid","Fatty Acid, Dicarboxylate",32398,"LC/MS Neg",100001211,1788,201.11323,"111-20-6",5192,"C08277","HMDB03219"
"met642","sedoheptulose","Carbohydrate","Pentose Metabolism",53237,"LC/MS Polar",100002619,2255,209.06667,"3019-74-7",5459879,"","HMDB00187"
"met643","serine","Amino Acid","Glycine, Serine and Threonine Metabolism",1648,"LC/MS Pos Early",503,1239,106.04987,"56-45-1",5951,"C00065","HMDB00259"
"met644","serotonin","Amino Acid","Tryptophan Metabolism",2342,"LC/MS Pos Early",504,2550,177.10224,"153-98-0",5202,"C00780","HMDB02108"
"met645","S-methylcysteine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",39592,"LC/MS Neg",100002749,880,134.02812,"1187-84-4",24417,"","HMDB29432"
"met646","S-methylcysteine sulfoxide","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",43378,"LC/MS Pos Early",100002927,900,152.03759,"6853-87-8",82142,"",""
"met647","S-methylglutathione","Amino Acid","Glutathione Metabolism",33944,"LC/MS Neg",100001259,1075,320.09218,"2922-56-7",3605667,"C11347","HMDB01257"
"met648","spermidine","Amino Acid","Polyamine Metabolism",485,"LC/MS Pos Early",50,3355,146.16518,"124-20-9",1102,"C00315",""
"met649","sphingadienine","Lipid","Sphingolipid Metabolism",57426,"LC/MS Pos Late",100015643,1350,298.27406,"25696-03-1",6449795,"","HMDB00269"
"met650","sphinganine","Lipid","Sphingolipid Metabolism",17769,"LC/MS Pos Late",313,1413,302.30536,"3102-56-5",3126,"C00836","HMDB01383"
"met651","sphinganine-1-phosphate","Lipid","Sphingolipid Metabolism",52605,"LC/MS Pos Late",100001876,1431,382.27169,"19794-97-9",520,"",""
"met652","sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*","Lipid","Sphingolipid Metabolism",52433,"LC/MS Pos Late",100006314,2082,689.5592,"121999-58-4",NA,"",""
"met653","sphingomyelin (d17:2/16:0, d18:2/15:0)*","Lipid","Sphingolipid Metabolism",57483,"LC/MS Pos Late",100015793,1837,687.54355,"",NA,"","HMDB12087"
"met654","sphingomyelin (d18:0/18:0, d19:0/17:0)*","Lipid","Sphingolipid Metabolism",57473,"LC/MS Pos Late",100009027,2362,733.6218,"",NA,"",""
"met655","sphingomyelin (d18:0/20:0, d16:0/22:0)*","Lipid","Sphingolipid Metabolism",57476,"LC/MS Pos Late",100015786,2600,761.65311,"",NA,"","HMDB12097"
"met656","sphingomyelin (d18:1/14:0, d16:1/16:0)*","Lipid","Sphingolipid Metabolism",42463,"LC/MS Pos Late",100004328,1998,675.54355,"",11433862,"",""
"met657","sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","Lipid","Sphingolipid Metabolism",52615,"LC/MS Pos Late",100008920,2312,717.5905,"121999-64-2",NA,"","HMDB12101"
