BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,RI,MASS,PUBCHEM,KEGG,HMDB,Cat 1_vial 1,Cat 2_vial 1,cat 3_vial 1,cat 4_vial 1,cat 5_vial 1,cat 6_vial 1,cat 7_vial 1,cat 8_vial 1,cat 1_vial 2,cat 2_vial 2,cat 3_vial 2,cat 4_vial 2,cat 5_vial 2,cat 6_vial 2,cat 7_vial 2,cat 8_vial 2,cat 1_vial 3,cat 2_vial 3,cat 3_vial 3,cat 4_vial 3,cat 5_vial 3,cat 6_vial 3,cat 7_vial 3,cat 8_vial 3
N-methylpipecolate,Xenobiotics,Chemical,LC/MS Pos Early,1932,144.10191,11286529,,,"10,259,215","6,825,483","732,891","8,501,985","9,102,321","19,272,284","16,770,561","5,420,342","10,731,078","6,956,022","1,098,577","8,127,795","9,475,999","21,417,584","14,741,318","4,855,119","10,984,750","7,619,186","679,876","8,437,913","10,315,743","21,978,340","16,570,907","4,628,944"
N-methylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,1335,130.08626,557,,,"13,696,384","16,743,663","19,116,382","15,767,768","16,464,843","16,896,148","7,791,389","14,602,171","11,738,260","16,969,784","18,421,616","18,873,564","17,721,230","18,360,992","6,951,102","14,194,000","13,360,907","16,057,571","16,715,598","17,891,524","15,778,228","17,328,372","8,986,415","13,833,329"
N-monomethylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,2845,189.13461,132862,C03884,HMDB29416,"40,687,692","45,152,644","47,516,236","49,120,040","45,403,856","48,569,824","41,830,084","40,285,296","35,414,340","41,693,196","44,097,764","50,042,968","48,152,920","49,718,020","44,367,408","40,302,888","39,396,204","42,620,024","47,111,016","47,624,612","42,082,576","44,221,260","42,816,476","39,606,684"
N-oleoylserine,Lipid,Endocannabinoid,LC/MS Neg,5600,368.28063,,,,"200,112","184,422","242,755","255,547","201,725","113,624","252,915","133,895","412,622","335,587","234,160","316,626","209,693","182,636","284,192","175,693","184,407","281,736","205,747","256,707","174,992","249,488","322,700","114,582"
N-oleoyltaurine,Lipid,Endocannabinoid,LC/MS Neg,5610,388.2527,6437033,,,"47,345,668","28,996,932","23,632,016","25,905,206","26,541,548","12,222,968","1,786,367","22,341,244","33,295,966","40,204,384","11,501,714","30,834,192","23,135,040","27,675,948","2,310,588","19,451,656","33,309,832","35,571,600","15,885,527","22,708,062","18,507,522","15,065,571","1,925,914","20,087,988"
nonadecanoate (19:0),Lipid,Long Chain Fatty Acid,LC/MS Neg,6068,297.2799,12591,C16535,HMDB00772,"7,502,821","5,226,014","9,559,857","6,858,531","5,595,186","8,380,031","10,863,161","10,185,970","11,810,324","7,036,257","8,052,675","8,446,008","5,319,028","9,858,754","11,157,413","8,661,262","7,884,163","6,874,573","8,665,660","8,450,085","6,192,512","8,672,292","12,877,032","9,085,250"
N-palmitoylglycine,Lipid,Fatty Acid Metabolism(Acyl Glycine),LC/MS Neg,5580,312.25441,151008,,HMDB13034,"475,950","625,998","669,678","725,578","624,714","505,927","538,929","550,801","926,155","741,656","626,535","931,847","513,916","523,478","500,626","429,395","399,469","765,516","577,825","716,169","536,273","576,916","592,812","490,869"
N-palmitoyl-sphinganine (d18:0/16:0),Lipid,Sphingolipid Metabolism,LC/MS Pos Late,3090,540.53503,5283572,,HMDB11760,"4,043,206","6,612,070","5,985,216","6,094,330","8,591,443","2,761,655","2,771,415","4,616,978","4,513,290","5,607,322","6,795,865","7,081,768","8,025,378","2,979,250","2,568,833","4,093,778","4,775,280","5,869,961","6,238,759","7,006,237","8,460,172","3,658,650","2,491,760","3,861,315"
N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,LC/MS Pos Late,2893,538.51937,5283564,,HMDB04949,"15,008,277","20,098,688","19,517,844","19,067,344","17,310,052","9,952,315","17,164,592","18,900,376","15,689,133","19,566,716","22,636,632","23,365,046","16,509,547","11,091,153","14,937,228","16,681,608","18,940,690","19,916,922","21,089,508","20,703,616","15,648,046","11,140,889","12,550,983","16,652,327"
N-palmitoyltaurine,Lipid,Endocannabinoid,LC/MS Neg,5560,362.23705,,,,"16,635,343","8,246,895","10,444,764","8,695,401","5,993,431","3,622,092","455,181","7,715,273","12,668,206","11,168,993","6,534,073","10,213,366","5,042,002","8,676,955","760,917","7,065,851","10,414,582","10,828,666","7,012,160","5,679,992","4,605,077","5,704,342","270,432","7,060,898"
N-stearoyl-sphinganine (d18:0/18:0)*,Lipid,Sphingolipid Metabolism,LC/MS Pos Late,3526,568.56632,5283573,,,"416,998","466,801","569,127","443,040","633,804","82,158","306,563","546,723","381,031","465,544","631,287","496,095","739,999","149,617","242,050","402,893","480,057","438,900","649,422","449,343","536,799","280,748","275,553","416,706"
N-stearoyltaurine,Lipid,Endocannabinoid,LC/MS Neg,5782,390.26835,168274,,,"2,332,067","2,581,627","2,098,202","1,711,397","2,440,926","2,268,572","261,531","2,400,254","3,939,844","2,317,858","2,077,813","2,223,377","2,084,608","2,705,230","277,931","1,732,281","2,665,818","2,588,224","2,418,087","1,846,366","1,675,486","2,669,026","257,241","2,002,895"
N-trimethyl 5-aminovalerate,Amino Acid,Lysine Metabolism,LC/MS Pos Early,2186,160.13321,,,,"49,296,740","80,187,824","73,319,592","89,676,720","97,748,504","58,869,824","75,917,840","47,445,208","48,473,664","76,208,496","65,949,760","111,082,376","98,443,992","61,184,992","73,059,688","45,209,696","50,225,068","80,707,208","67,097,652","101,137,800","86,309,848","57,669,812","77,094,808","44,237,912"
o-cresol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,2796,187.00705,11615528,,,"48,197","36,237","46,072","28,828","68,025","60,467","40,647","43,844","50,367","54,382","42,842","48,766","45,983","61,139","31,217","49,350","51,724","44,251","47,432","51,865","65,117","49,160","34,657","52,555"
octadecanedioate,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,5043,313.23843,70095,,HMDB00782,"1,838,579","2,598,551","1,743,940","1,921,325","1,012,835","1,517,658","2,247,932","1,389,847","1,759,016","3,002,739","1,624,603","1,902,184","1,083,130","1,321,944","2,276,191","1,824,614","1,860,079","3,095,991","1,524,431","1,804,745","1,267,390","1,523,044","3,048,836","1,598,356"
octanoylcarnitine (C8),Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Late,950,288.21694,123701,C02838,HMDB00791,"238,013","347,136","326,372","401,251","365,066","307,623","468,376","340,612","166,995","334,280","324,569","346,912","314,965","351,558","487,032","340,609","274,638","379,832","367,051","333,305","308,231","398,224","440,549","333,809"
oleate/vaccenate (18:1),Lipid,Long Chain Fatty Acid,LC/MS Neg,5655,281.2486,,,,"3,799,302,144","2,169,168,384","2,304,764,160","1,997,985,024","1,869,934,208","2,744,211,200","3,643,556,096","4,099,087,104","5,306,584,064","2,404,811,008","1,932,136,576","2,686,711,296","1,810,480,384","3,300,668,160","3,648,253,696","3,555,284,224","3,978,181,632","2,259,517,440","2,160,719,360","2,153,571,072","1,836,072,448","3,117,353,984","3,854,211,328","3,726,127,360"
oleoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,6450,324.2908,5283454,,HMDB02088,"3,232,725","2,368,290","2,575,673","2,779,638","2,821,767","1,906,716","2,289,114","1,605,248","5,254,936","2,460,205","2,093,315","3,557,085","2,460,406","2,338,874","2,216,799","1,478,515","3,447,422","2,731,141","2,412,882","2,772,507","2,886,258","2,170,254","2,948,000","1,486,877"
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,2907,660.55616,,,HMDB07228,"4,141,321","3,484,516","3,608,878","3,191,486","4,626,194","3,585,441","2,445,933","3,813,784","3,815,213","3,664,518","3,042,541","3,451,813","4,548,885","3,649,503","2,298,579","3,296,259","4,560,792","3,473,329","3,601,989","2,615,038","3,675,480","3,014,268","2,070,387","3,441,680"
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,2990,660.55616,,,HMDB07228,"2,912,048","2,742,230","1,972,410","2,435,292","3,804,134","2,734,649","1,802,666","2,568,902","2,928,518","2,319,420","2,097,268","2,835,962","3,216,022","2,674,442","1,425,225","2,626,826","2,922,441","2,377,445","1,921,456","2,592,163","3,249,826","3,287,960","1,423,995","2,116,308"
oleoylcarnitine (C18:1),Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Late,1423,426.35779,6441392,,HMDB05065,"21,517,554","32,969,856","39,049,832","25,792,508","23,472,488","27,838,148","39,268,336","34,907,904","22,402,834","32,954,336","41,065,976","31,398,014","23,967,944","32,029,864","35,124,320","31,390,332","28,257,040","32,213,818","38,648,536","26,417,836","23,278,372","34,512,628","28,745,900","32,452,666"
oleoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,1449,368.35231,,,,"597,439","1,730,475","3,406,900","2,673,555","1,086,330","2,593,394","2,606,792","1,265,690","930,581","2,634,742","6,575,124","4,171,726","1,759,330","3,645,426","2,528,009","1,966,300","1,245,509","2,176,044","6,281,464","2,991,053","1,456,888","4,127,184","3,706,633","3,680,070"
oleoyl-linoleoyl-glycerol (18:1/18:2) [1],Lipid,Diacylglycerol,LC/MS Pos Late,3115,636.55616,,,HMDB07219,"18,132,736","13,946,114","14,418,451","14,636,947","24,373,424","14,618,813","14,457,491","11,789,939","17,309,088","14,278,097","14,681,423","19,369,416","25,736,832","14,233,261","11,716,348","10,741,040","20,211,108","13,432,845","12,785,420","15,359,917","21,363,718","15,400,108","11,016,477","9,276,655"
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],Lipid,Diacylglycerol,LC/MS Pos Late,3223,636.55616,,,HMDB07219,"15,798,203","12,070,406","10,500,949","13,119,062","22,201,502","13,029,672","12,112,023","9,973,759","15,761,936","11,969,890","10,877,528","17,386,428","21,843,300","12,919,763","10,633,293","8,843,826","16,327,453","10,784,319","9,997,772","14,390,900","20,603,226","14,017,949","9,106,628","7,751,977"
oleoyl-oleoyl-glycerol (18:1/18:1) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,3571,638.57181,,,HMDB07218,"4,887,157","4,314,658","4,005,901","4,483,508","7,513,266","3,790,921","3,242,812","3,181,673","4,869,327","4,351,329","4,394,359","4,918,133","7,336,870","3,939,687","3,057,602","2,585,804","5,925,265","3,618,259","3,461,605","4,092,980","6,466,306","4,188,341","2,803,716","2,239,654"
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,3695,638.57181,,,HMDB07218,"4,260,555","3,696,268","2,790,446","3,346,504","9,137,652","2,772,279","3,118,338","2,521,312","5,987,074","3,202,627","4,830,917","4,576,404","6,288,863","4,409,637","2,649,610","2,466,505","7,050,877","2,764,250","4,345,533","3,886,184","7,682,117","2,954,978","2,012,015","2,438,918"
O-methylcatechol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,2344,203.00196,22473,,HMDB60013,"95,430","59,537","82,929","71,657","195,135","71,063","759,783","106,033","83,441","83,953","86,835","80,765","151,440","66,145","825,751","96,740","89,637","59,417","69,640","71,195","155,312","69,185","828,915","103,734"
ophthalmate,Amino Acid,Glutathione Metabolism,LC/MS Pos Early,2085,290.13467,7018721,,HMDB05765,,,"119,647","342,938","271,376","248,544","1,719,784","717,331","264,905","239,266","276,112","375,536","641,008","308,867","2,443,632","549,719","309,315",,"138,594","434,169","584,450","527,123","2,087,503","974,661"
ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,2800,133.09716,6262,C00077,HMDB03374,"236,562,320","396,523,424","379,313,664","393,388,672","271,932,928","292,992,192","317,257,600","230,227,472","237,830,128","387,162,752","369,410,176","397,711,136","279,588,288","318,026,592","315,791,104","221,509,344","217,771,824","379,749,888","341,372,128","388,027,680","264,074,768","293,929,312","292,790,272","207,898,480"
orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",LC/MS Polar,1638.1,155.00983,967,C00295,HMDB00226,"6,158,186","6,637,764","5,827,669","8,654,963","11,320,449","8,452,399","8,361,937","8,284,703","6,493,980","6,970,034","6,347,342","9,720,589","9,756,176","8,411,021","7,542,466","7,819,001","5,970,373","6,708,915","5,475,744","8,518,432","10,565,084","8,793,636","8,559,086","8,162,925"
orotidine,Nucleotide,"Pyrimidine Metabolism, Orotate containing",LC/MS Polar,2250,287.05209,92751,,HMDB00788,"2,382,224","2,307,437","2,448,737","2,846,049","4,192,300","2,997,644","1,929,027","6,212,270","2,332,000","2,680,202","2,802,786","4,366,309","3,885,856","3,071,997","1,885,974","5,102,497","2,254,345","2,263,255","2,226,026","3,799,069","4,034,074","3,182,911","2,022,273","6,178,892"
O-sulfo-L-tyrosine,Xenobiotics,Chemical,LC/MS Neg,990,260.02343,514186,,,"1,109,876","1,050,848","1,206,971","1,214,990","1,802,630","1,306,017","1,247,677","1,727,645","1,121,636","1,256,484","1,197,778","1,933,696","1,316,425","1,315,934","1,293,473","1,904,974","1,019,587","1,220,074","1,078,057","1,935,571","1,228,507","1,327,189","1,433,891","1,769,460"
oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Neg,603,88.98803,971,C00209,HMDB02329,"2,702,982","2,013,667","1,737,406","2,673,175","2,995,881","2,968,509","2,464,674","2,232,738","2,730,271","2,089,388","1,713,724","2,672,421","2,662,636","2,841,148","2,366,572","1,838,910","4,419,445","3,581,578","3,033,526","5,385,966","6,415,429","6,821,668","6,351,078","4,488,789"
palmitate (16:0),Lipid,Long Chain Fatty Acid,LC/MS Neg,5618,255.23295,985,C00249,HMDB00220,"3,608,019,968","2,126,223,744","2,681,650,432","2,171,694,592","2,307,325,696","2,863,002,112","3,330,347,264","3,800,023,040","4,687,318,016","2,451,886,848","2,092,497,408","2,533,051,136","2,117,549,184","3,575,032,064","3,433,520,896","3,376,553,472","3,850,754,816","2,278,915,328","2,534,085,120","2,372,459,776","2,076,986,240","3,168,528,896","3,508,684,800","3,445,180,672"
palmitoleate (16:1n7),Lipid,Long Chain Fatty Acid,LC/MS Neg,5475,253.2173,445638,C08362,HMDB03229,"719,940,864","235,527,712","287,015,136","306,650,400","221,550,000","279,549,568","481,492,800","692,974,144","1,112,118,528","337,192,896","287,575,552","438,618,944","213,127,840","411,137,600","415,741,504","551,106,240","558,164,672","331,054,112","213,071,616","186,081,664","293,165,408","424,846,528","440,004,928","617,600,128"
palmitoleoylcarnitine (C16:1)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Late,1357,398.32649,71464547,,,"6,528,131","19,632,528","16,830,712","11,377,862","9,850,402","9,219,935","18,365,588","10,839,390","6,741,994","19,909,072","17,744,974","14,043,008","9,848,461","10,637,441","16,922,746","10,085,568","8,366,286","19,420,978","16,780,572","11,938,749","9,449,287","11,158,753","13,367,565","10,035,606"
palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2290,705.5905,9939965,,,"149,623,632","268,281,296","324,928,224","244,032,656","214,072,656","131,718,096","170,825,792","220,222,784","151,658,592","265,228,032","325,678,784","264,125,760","213,090,656","145,643,696","166,154,880","207,564,416","184,816,512","266,605,664","343,042,368","252,040,960","210,684,656","159,445,472","146,975,328","203,235,984"
palmitoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,6300,298.27515,4671,C16512,HMDB02100,"2,112,323","2,074,644","2,307,743","2,059,633","2,163,301","2,025,163","2,169,494","1,999,866","2,640,219","1,969,286","1,833,655","2,177,663","2,123,501","2,094,071","1,822,324","1,886,051","2,007,133","2,221,034","2,105,462","2,025,889","2,098,341","1,761,937","2,057,543","1,893,125"
palmitoyl sphingomyelin (d18:1/16:0),Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2168,703.57485,9939941,,,"802,156,032","1,136,914,688","1,224,868,096","1,105,444,480","883,688,064","729,038,656","877,235,264","1,034,611,392","831,289,472","1,114,888,064","1,238,751,872","1,193,697,408","879,594,304","788,492,352","868,510,144","965,202,816","981,296,704","1,139,411,968","1,252,962,816","1,150,464,384","842,313,344","809,180,544","756,767,872","961,262,272"
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,3015,634.54051,,,HMDB07112,"396,505","722,812","356,726","618,080","1,094,969","556,386","389,636","425,985","665,116","580,380","634,527","556,435","843,618","431,501","208,837","429,554",,"717,188","430,170","657,370","954,698","751,772","215,613","511,999"
palmitoylcarnitine (C16),Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Late,1425,400.34214,461,C02990,HMDB00222,"22,079,892","31,822,742","35,687,948","24,787,704","26,034,516","26,994,776","36,013,544","32,239,934","22,491,860","32,746,206","37,577,640","29,705,780","24,590,532","29,991,216","31,552,028","30,025,366","27,608,200","31,608,374","35,364,208","25,570,184","24,463,292","32,794,588","26,110,128","30,164,178"
palmitoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,1482,342.33666,151731,,,"570,005","1,464,530","3,403,625","2,411,287","914,296","2,198,954","2,284,490","1,141,361","874,762","2,164,444","6,063,983","3,622,714","1,508,771","2,843,139","2,590,239","1,759,211","1,144,991","1,859,296","5,697,303","2,575,899","1,232,988","3,376,019","3,451,210","3,369,646"
palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,3080,610.54051,9543695,,HMDB07103,"5,488,772","5,928,721","3,136,059","5,515,796","9,148,504","2,805,936","2,810,109","3,458,563","5,320,079","2,982,579","4,993,610","3,801,855","9,114,290","4,105,477","2,596,165","3,168,258","4,644,435","3,911,434","4,458,355","6,110,309","7,873,235","3,164,800","2,223,755","1,325,184"
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,3197,610.54051,,,HMDB07103,"4,176,083","4,103,626","3,433,949","4,221,633","7,586,929","3,521,984","3,071,540","2,425,699","4,744,709","3,947,206","4,090,955","5,380,615","7,457,043","3,401,796","2,912,138","2,391,868","4,108,669","3,799,112","3,053,431","4,757,564","7,016,758","3,645,423","2,040,513","2,128,681"
palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,3562,612.55616,,C13861,HMDB07102,"840,710","894,951","904,189","803,717","2,068,825","594,368","544,406","482,403","1,051,062","1,029,287","938,033","1,172,943","2,072,086","612,769","438,906","394,379","882,934","843,732","794,462","1,201,816","1,743,645","797,601","276,989","358,743"
palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,3695,612.55616,,C13861,HMDB07102,"1,316,531","1,570,869","1,131,776","1,186,106","2,836,719","997,691","825,372","683,627","1,551,308","1,573,126","1,318,605","1,575,232","2,704,410","959,987","787,299","681,817","1,687,053","1,238,392","1,217,661","1,448,421","2,767,301","1,075,858","613,479","759,566"
pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,LC/MS Neg,1498.7,218.10339,6613,C00864,HMDB00210,"2,904,507","3,096,255","3,202,906","2,805,743","3,002,972","2,377,635","4,668,737","2,634,684","3,307,271","2,753,572","2,847,268","3,118,589","3,048,025","2,829,109","4,791,366","2,415,455","3,002,652","2,992,119","2,585,067","2,827,683","2,707,164","2,399,984","4,948,690","2,534,303"
p-cresol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,2890,187.00705,4615423,,HMDB11635,"274,802,432","148,363,984","172,831,968","81,372,456","462,879,456","133,517,088","26,003,672","77,948,912","281,643,520","164,464,288","178,200,544","89,397,720","399,421,760","133,937,400","28,724,784","98,567,416","262,236,528","165,268,512","165,834,304","99,292,240","429,987,968","127,970,872","27,975,692","89,497,864"
pentadecanoate (15:0),Lipid,Long Chain Fatty Acid,LC/MS Neg,5521,241.2173,13849,C16537,HMDB00826,"72,538,096","38,394,384","53,364,556","54,747,808","47,489,864","41,325,388","61,136,100","67,287,752","95,154,880","54,877,136","44,795,100","58,221,608","46,190,284","60,778,928","62,643,692","59,414,564","74,406,592","47,605,260","48,489,912","36,909,908","47,882,588","51,642,636","61,285,380","62,313,864"
pentadecanoylcarnitine (C15)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Late,1362,386.32649,,,,"949,636","2,136,002","1,556,156","1,074,981","1,161,670","1,176,821","2,848,216","1,322,751","1,085,493","2,301,929","1,621,878","1,377,398","1,192,666","1,437,186","2,678,393","1,222,196","1,358,639","2,385,928","1,840,316","1,280,970","1,155,799","1,418,278","2,084,264","1,264,757"
perfluorooctanesulfonic acid (PFOS),Xenobiotics,Chemical,LC/MS Neg,5233,498.93021,74483,C18142,HMDB59586,"198,227","194,513","142,975","152,345","117,513","57,007","150,544","164,872","365,434","203,333","124,241","205,978","115,156",,"166,957","151,934","270,568","187,911","130,037","134,052","95,251","63,017","179,477","152,352"
phenol sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,2156,172.9914,74426,C02180,HMDB60015,"98,814,232","40,803,744","153,223,536","48,905,236","21,409,536","136,764,160","67,300,736","128,860,696","99,799,384","43,172,264","155,703,712","54,492,496","19,467,350","139,992,480","65,615,316","128,097,592","94,670,768","41,407,932","151,668,544","52,820,728","20,444,470","132,087,944","70,810,864","134,433,376"
phenylacetylalanine,Peptide,Acetylated Peptides,LC/MS Neg,2684,206.08226,564251,,,"81,725","27,263","46,192","42,514","129,998","209,833","53,327","142,671","78,755","33,899","50,744","38,264","104,529","209,419","71,253","177,084","65,120","30,990","31,816","49,373","135,501","199,372","70,025","151,573"
phenylacetylcarnitine,Peptide,Acetylated Peptides,LC/MS Pos Early,3092,280.15434,101724840,,,"120,450",,"59,160",,"285,373","212,795",,,,,,,"253,270","316,029",,,"102,575",,,,"202,708","243,132",,
phenylacetylglutamate,Peptide,Acetylated Peptides,LC/MS Neg,1630,264.08774,11579826,,HMDB59772,"151,276","42,252","80,707","49,933","187,343","189,726","69,529","71,263","169,786",,"89,347","58,791","173,384","217,504","76,527","76,014","157,608","57,245","69,157","68,057","252,664","233,338",,"69,294"
phenylacetylglutamine,Peptide,Acetylated Peptides,LC/MS Pos Early,2145,265.11829,92258,C04148,HMDB06344,"276,194",,"92,549",,"335,672","394,705",,,"444,436",,,,"364,225","392,447",,"91,629","386,544",,"130,960",,"208,181","352,265",,
phenylacetylglycine,Peptide,Acetylated Peptides,LC/MS Pos Early,2317,194.08117,68144,C05598,HMDB00821,"108,496,760","46,537,124","87,109,360","79,404,120","159,558,240","176,020,704","47,243,716","70,609,792","126,168,880","46,829,064","86,421,208","68,027,384","164,730,656","187,792,624","41,319,160","71,633,440","111,866,432","56,980,896","83,965,488","65,228,528","164,665,920","189,023,248","51,102,704","64,727,932"
phenylalanine,Amino Acid,Phenylalanine Metabolism,LC/MS Pos Early,2878,166.08626,6140,C00079,HMDB00159,"1,731,224,576","1,546,291,840","1,499,178,240","1,604,561,792","1,488,722,688","1,652,543,104","1,608,473,344","1,528,779,264","1,714,209,920","1,527,319,424","1,512,301,312","1,692,568,832","1,520,898,816","1,671,158,144","1,566,616,960","1,423,173,760","1,673,571,840","1,576,774,912","1,435,047,168","1,637,199,360","1,473,860,736","1,695,081,088","1,595,502,464","1,457,391,104"
phenylalanylglycine,Peptide,Dipeptide,LC/MS Pos Early,2898,223.10772,98207,,HMDB28995,"212,165","368,284","390,559","295,664","253,442","272,743","338,818","608,965","263,093","366,353","295,229","365,310","428,016","219,006","348,905","500,637","344,939","436,009","322,441","383,093","257,432","303,431","277,543","554,006"
phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,LC/MS Neg,2208,165.05571,3848,C05607,HMDB00779,"3,493,991","2,534,401","3,048,360","3,735,533","4,611,430","3,161,224","2,386,794","6,277,065","3,616,302","2,861,027","2,948,329","4,250,905","4,118,609","3,381,746","2,472,488","6,003,758","3,541,676","2,550,144","2,936,387","4,184,554","4,129,225","3,166,695","2,479,715","6,307,492"
phenylpropionylglycine,Xenobiotics,Benzoate Metabolism,LC/MS Neg,2945.3,206.08226,152323,,HMDB00860,"2,534,059","1,400,354","847,422","1,064,493","3,034,635","711,282","1,190,699","794,116","2,429,309","1,650,119","820,979","1,163,243","2,143,077","744,578","1,453,741","830,513","2,440,316","1,501,879","777,166","1,260,296","2,550,217","713,934","1,403,726","903,896"
phenylpyruvate,Amino Acid,Phenylalanine Metabolism,LC/MS Polar,845,163.04007,997,C00166,HMDB00205,"2,080,512","1,696,197","2,419,355","2,299,061","2,015,416","1,807,337","1,913,679","1,739,924","3,003,246","2,895,543","3,153,169","3,484,069","2,933,607","2,096,367","2,470,770","2,389,151","389,995","699,458","815,635","1,065,614","1,240,474","471,265","969,927","856,991"
phosphate,Energy,Oxidative Phosphorylation,LC/MS Pos Early,576,98.98418,1061,C00009,HMDB01429,"21,971,480","16,348,292","8,100,971","8,903,019","16,833,556","11,388,719","12,150,194","9,969,380","19,834,632","14,736,009","6,495,685","6,954,795","14,887,865","10,475,462","10,732,963","8,562,427","27,904,870","19,593,856","10,935,310","10,888,703","17,106,700","16,005,537","17,517,584","12,811,626"
choline phosphate,Lipid,Phospholipid Metabolism,LC/MS Pos Early,700,184.07332,1014,C00588,HMDB01565,"44,960,956","55,052,804","25,252,880","16,866,388","53,920,472","23,629,496","11,204,799","50,159,304","24,331,072","39,382,324","13,340,717","19,085,328","38,390,892","15,687,803","6,147,920","36,035,860","66,371,332","73,112,608","48,322,136","42,512,844","54,714,272","40,220,476","42,238,400","57,729,920"
phosphoethanolamine,Lipid,Phospholipid Metabolism,LC/MS Neg,638,140.01182,1015,C00346,HMDB00224,"2,498,767","1,708,304","726,899","744,075","3,617,806","1,084,291","600,856","2,078,757","1,149,612","1,098,922","264,196","871,237","2,200,578","624,244","273,577","1,389,694","3,555,458","2,441,267","1,362,155","2,268,382","2,842,059","1,591,373","1,987,305","2,892,093"
phytosphingosine,Lipid,Sphingolipid Metabolism,LC/MS Pos Late,1367,318.30027,122121,C12144,HMDB04610,"197,312","216,481","105,374","120,201","174,910","123,509","132,375","147,730","164,679","187,601","121,591","144,015","158,024","161,687","137,597","174,829","257,998","201,240","140,725","135,737","153,979","184,113","139,583","149,597"
picolinate,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,910,124.03931,1018,C10164,HMDB02243,"10,999,737","5,511,693","7,992,457","6,113,230","8,578,463","13,478,934","6,424,936","5,635,475","10,854,964","5,618,672","7,283,214","6,087,172","9,185,227","15,352,520","6,266,182","5,006,905","10,929,134","5,400,908","7,363,890","6,188,241","9,109,465","13,937,266","6,158,828","5,667,207"
pimelate (heptanedioate),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,2745,159.06628,385,C02656,HMDB00857,"914,065","1,164,089","988,953","1,416,003","1,099,694","946,119","1,025,953","1,476,683","1,215,574","1,463,917","1,178,841","1,676,904","996,366","877,355","975,144","1,166,457","764,073","1,166,412","856,639","1,335,473","1,223,451","1,039,729","1,060,696","1,372,428"
pipecolate,Amino Acid,Lysine Metabolism,LC/MS Pos Early,2200,130.08626,849,C00408,HMDB00070,"49,805,516","42,948,352","52,675,828","58,628,880","73,342,200","54,899,380","32,219,882","41,470,048","53,820,188","44,227,824","47,799,224","59,175,324","75,213,616","56,452,368","31,833,414","42,903,776","53,335,924","47,893,320","51,804,188","54,280,304","64,497,752","52,948,256","34,590,600","37,914,184"
